fecha;cod_sucursal;cod_producto;disponible;segunda;remate
2019-07-28 00:00:00;10026;37009136;0;0;0
2019-07-28 00:00:00;10048;37009136;2;0;0
2019-07-28 00:00:00;10028;37009136;0;0;0
2019-07-28 00:00:00;10088;37009142;4;0;0
2019-07-28 00:00:00;10057;37009142;2;0;0
2019-07-28 00:00:00;10022;37009142;0;0;0
2019-07-28 00:00:00;10048;37009142;-2;0;0
2019-07-28 00:00:00;10028;37009142;3;0;0
2019-07-28 00:00:00;10018;37009142;6;0;0
2019-07-28 00:00:00;10019;37009674;1;0;0
2019-07-28 00:00:00;10019;37011159;0;0;0
2019-07-28 00:00:00;10021;37011159;0;0;0
2019-07-28 00:00:00;10002;37011159;0;0;0
2019-07-28 00:00:00;10045;37011159;0;0;0
2019-07-28 00:00:00;10071;37011159;6;0;0
2019-07-28 00:00:00;10057;37011159;-1;0;0
2019-07-28 00:00:00;10032;37011159;1;0;0
2019-07-28 00:00:00;10099;37011159;2;0;0
2019-07-28 00:00:00;10088;37011159;0;0;0
2019-07-28 00:00:00;10048;37011159;0;0;0
2019-07-28 00:00:00;10078;37011159;2;0;0
2019-07-28 00:00:00;10074;37011159;0;0;0
2019-07-28 00:00:00;10041;37011159;0;0;0
2019-07-28 00:00:00;10098;37011159;0;0;0
2019-07-28 00:00:00;10018;37011159;0;0;0
2019-07-28 00:00:00;10026;37011159;0;0;0
2019-07-28 00:00:00;10012;37011159;0;0;0
2019-07-28 00:00:00;10068;37011159;0;0;0
2019-07-28 00:00:00;10037;37011159;2;0;0
2019-07-28 00:00:00;10028;37011159;0;0;0
2019-07-28 00:00:00;10074;37013615;0;0;0
2019-07-28 00:00:00;10078;37013615;-1;0;0
2019-07-28 00:00:00;10021;37013615;1;0;0
2019-07-28 00:00:00;10037;37013615;0;0;0
2019-07-28 00:00:00;10071;37013615;0;0;0
2019-07-28 00:00:00;10034;37013615;1;0;0
2019-07-28 00:00:00;10032;37013615;1;0;0
2019-07-28 00:00:00;10012;37013615;0;2;0
2019-07-28 00:00:00;10019;37013615;-1;0;0
2019-07-28 00:00:00;10014;37013615;1;0;0
2019-07-28 00:00:00;10007;37013615;1;0;0
2019-07-28 00:00:00;10000;37013615;0;0;0
2019-07-28 00:00:00;10041;37013615;0;0;0
2019-07-28 00:00:00;10098;37013615;0;0;0
2019-07-28 00:00:00;10022;37013615;0;0;0
2019-07-28 00:00:00;10088;37013615;-1;0;0
2019-07-28 00:00:00;10099;37013615;1;0;0
2019-07-28 00:00:00;10002;37013615;0;0;0
2019-07-28 00:00:00;10085;37013615;1;0;0
2019-07-28 00:00:00;10096;37013615;0;0;0
2019-07-28 00:00:00;10028;37013615;0;0;0
2019-07-28 00:00:00;10046;37013615;2;0;0
2019-07-28 00:00:00;10068;37013615;0;0;0
2019-07-28 00:00:00;10045;37013615;1;0;0
2019-07-28 00:00:00;10069;37013615;0;0;0
2019-07-28 00:00:00;10016;37014306;6;0;0
2019-07-28 00:00:00;10071;37014306;1;0;0
2019-07-28 00:00:00;10068;37014306;0;0;0
2019-07-28 00:00:00;10098;37014306;1;0;0
2019-07-28 00:00:00;10037;37014306;5;0;0
2019-07-28 00:00:00;10097;37014306;2;0;0
2019-07-28 00:00:00;10003;37014306;0;0;0
2019-07-28 00:00:00;10010;37014306;2;0;0
2019-07-28 00:00:00;10088;37014306;0;0;0
2019-07-28 00:00:00;10099;37014306;2;0;0
2019-07-28 00:00:00;10034;37014306;0;0;0
2019-07-28 00:00:00;10025;37014306;3;0;0
2019-07-28 00:00:00;10069;37014306;4;0;0
2019-07-28 00:00:00;10029;37014306;0;0;0
2019-07-28 00:00:00;10049;37014306;1;0;0
2019-07-28 00:00:00;10074;37014306;0;0;0
2019-07-28 00:00:00;10079;37014306;0;0;0
2019-07-28 00:00:00;10002;37014306;0;0;0
2019-07-28 00:00:00;10076;37014306;0;0;0
2019-07-28 00:00:00;10085;37014306;1;0;0
2019-07-28 00:00:00;10045;37014306;0;0;0
2019-07-28 00:00:00;10028;37014306;0;0;0
2019-07-28 00:00:00;10012;37014306;3;0;0
2019-07-28 00:00:00;10021;37014306;0;0;0
2019-07-28 00:00:00;10026;37014306;0;0;0
2019-07-28 00:00:00;10084;37014306;2;0;0
2019-07-28 00:00:00;10096;37014306;1;0;0
2019-07-28 00:00:00;10032;37014306;1;0;0
2019-07-28 00:00:00;10051;37014306;1;0;0
2019-07-28 00:00:00;10041;37014306;3;0;0
2019-07-28 00:00:00;10014;37014306;4;0;0
2019-07-28 00:00:00;10078;37014306;5;0;0
2019-07-28 00:00:00;10019;37014306;-1;0;0
2019-07-28 00:00:00;10007;37014306;4;0;0
2019-07-28 00:00:00;10046;37014306;2;0;0
2019-07-28 00:00:00;10000;37014306;0;0;0
2019-07-28 00:00:00;10057;37014306;2;0;0
2019-07-28 00:00:00;10048;37014306;4;0;0
2019-07-28 00:00:00;10072;37014306;4;0;0
2019-07-28 00:00:00;10022;37014306;0;0;0
2019-07-28 00:00:00;10012;37014307;0;0;0
2019-07-28 00:00:00;10037;37014308;0;0;0
2019-07-28 00:00:00;10034;37014309;1;0;0
2019-07-28 00:00:00;10028;37014309;0;0;0
2019-07-28 00:00:00;10032;37014309;0;0;0
2019-07-28 00:00:00;10037;37014309;1;0;0
2019-07-28 00:00:00;10068;37014309;0;0;0
2019-07-28 00:00:00;10098;37014313;0;0;0
2019-07-28 00:00:00;10034;37014314;0;0;0
2019-07-28 00:00:00;10021;37014314;0;0;0
2019-07-28 00:00:00;10069;37014314;3;0;0
2019-07-28 00:00:00;10007;37014314;4;0;0
2019-07-28 00:00:00;10048;37014314;4;0;0
2019-07-28 00:00:00;10071;37014314;2;0;0
2019-07-28 00:00:00;10051;37014314;-6;0;0
2019-07-28 00:00:00;10096;37014314;0;0;0
2019-07-28 00:00:00;10098;37014314;0;0;0
2019-07-28 00:00:00;10068;37014314;4;0;0
2019-07-28 00:00:00;10078;37014314;1;0;0
2019-07-28 00:00:00;10016;37014314;3;0;0
2019-07-28 00:00:00;10037;37014314;3;0;0
2019-07-28 00:00:00;10028;37014314;3;0;0
2019-07-28 00:00:00;10088;37014314;3;0;0
2019-07-28 00:00:00;10049;37014314;0;0;0
2019-07-28 00:00:00;10029;37014314;4;0;0
2019-07-28 00:00:00;10074;37014314;0;0;0
2019-07-28 00:00:00;10045;37014314;0;0;0
2019-07-28 00:00:00;10084;37014314;1;0;0
2019-07-28 00:00:00;10012;37014314;2;0;0
2019-07-28 00:00:00;10025;37014864;1;0;0
2019-07-28 00:00:00;10025;37016091;1;0;0
2019-07-28 00:00:00;10025;37016180;1;0;0
2019-07-28 00:00:00;10028;37016522;0;0;0
2019-07-28 00:00:00;10026;37016522;2;0;0
2019-07-28 00:00:00;10014;37016523;1;0;0
2019-07-28 00:00:00;10068;37016523;0;0;0
2019-07-28 00:00:00;10074;37016523;0;0;0
2019-07-28 00:00:00;10026;37016523;0;0;0
2019-07-28 00:00:00;10025;37016524;0;0;0
2019-07-28 00:00:00;10018;37016524;3;0;0
2019-07-28 00:00:00;10014;37016524;2;0;0
2019-07-28 00:00:00;10099;37016524;4;0;0
2019-07-28 00:00:00;10046;37016524;1;0;0
2019-07-28 00:00:00;10041;37016524;0;0;0
2019-07-28 00:00:00;10029;37016525;0;0;0
2019-07-28 00:00:00;10045;37016563;1;0;0
2019-07-28 00:00:00;10084;37016563;5;0;0
2019-07-28 00:00:00;10021;37016563;16;0;0
2019-07-28 00:00:00;10071;37016563;1;0;0
2019-07-28 00:00:00;10088;37016563;0;0;0
2019-07-28 00:00:00;10032;37016563;0;0;0
2019-07-28 00:00:00;10007;37016563;1;0;0
2019-07-28 00:00:00;10029;37016563;0;0;0
2019-07-28 00:00:00;10078;37016563;0;0;0
2019-07-28 00:00:00;10099;37016563;1;0;0
2019-07-28 00:00:00;10025;37016563;1;0;0
2019-07-28 00:00:00;10069;37016563;4;0;0
2019-07-28 00:00:00;10041;37016563;7;0;0
2019-07-28 00:00:00;10096;37016563;0;0;0
2019-07-28 00:00:00;10019;37016563;0;0;0
2019-07-28 00:00:00;10048;37016563;3;0;0
2019-07-28 00:00:00;10034;37016563;1;0;0
2019-07-28 00:00:00;10085;37016563;0;0;0
2019-07-28 00:00:00;10032;37016564;0;0;0
2019-07-28 00:00:00;10088;37016564;1;0;0
2019-07-28 00:00:00;10041;37016564;4;0;0
2019-07-28 00:00:00;10071;37016564;1;0;0
2019-07-28 00:00:00;10019;37016564;0;0;0
2019-07-28 00:00:00;10049;37016564;0;0;0
2019-07-28 00:00:00;10069;37016564;2;0;0
2019-07-28 00:00:00;10084;37016564;2;0;0
2019-07-28 00:00:00;10074;37016564;0;0;0
2019-07-28 00:00:00;10096;37016564;1;0;0
2019-07-28 00:00:00;10028;37016564;0;1;0
2019-07-28 00:00:00;10051;37016564;1;0;0
2019-07-28 00:00:00;10029;37016564;1;0;0
2019-07-28 00:00:00;10046;37016564;1;0;0
2019-07-28 00:00:00;10085;37016564;1;0;0
2019-07-28 00:00:00;10021;37016564;17;0;0
2019-07-28 00:00:00;10025;37016564;0;0;0
2019-07-28 00:00:00;10034;37016564;0;0;0
2019-07-28 00:00:00;10048;37016564;1;0;0
2019-07-28 00:00:00;10037;37016564;0;0;0
2019-07-28 00:00:00;10099;37016564;5;0;0
2019-07-28 00:00:00;10012;37016565;0;0;0
2019-07-28 00:00:00;10099;37016565;3;0;0
2019-07-28 00:00:00;10079;37016565;1;0;0
2019-07-28 00:00:00;10045;37016565;7;0;0
2019-07-28 00:00:00;10096;37016565;2;0;0
2019-07-28 00:00:00;10034;37016565;2;0;0
2019-07-28 00:00:00;10085;37016565;1;0;0
2019-07-28 00:00:00;10002;37016565;0;0;0
2019-07-28 00:00:00;10076;37016565;0;0;0
2019-07-28 00:00:00;10046;37016565;2;0;0
2019-07-28 00:00:00;10048;37016565;-1;0;0
2019-07-28 00:00:00;10029;37016565;1;0;0
2019-07-28 00:00:00;10098;37016565;0;0;0
2019-07-28 00:00:00;10097;37016565;0;0;0
2019-07-28 00:00:00;10041;37016565;1;0;0
2019-07-28 00:00:00;10051;37016565;2;0;0
2019-07-28 00:00:00;10057;37016565;3;0;0
2019-07-28 00:00:00;10069;37016565;3;0;0
2019-07-28 00:00:00;10078;37016565;0;0;0
2019-07-28 00:00:00;10025;37016565;0;0;0
2019-07-28 00:00:00;10037;37016565;0;0;0
2019-07-28 00:00:00;10019;37016565;1;0;0
2019-07-28 00:00:00;10021;37016565;7;0;0
2019-07-28 00:00:00;10074;37016565;0;0;0
2019-07-28 00:00:00;10049;37016565;2;0;0
2019-07-28 00:00:00;10010;37016565;1;0;0
2019-07-28 00:00:00;10016;37016565;5;0;0
2019-07-28 00:00:00;10032;37016565;0;0;0
2019-07-28 00:00:00;10026;37016565;0;0;0
2019-07-28 00:00:00;10071;37016565;2;0;0
2019-07-28 00:00:00;10084;37016565;2;0;0
2019-07-28 00:00:00;10072;37016565;0;0;0
2019-07-28 00:00:00;10022;37016565;0;0;0
2019-07-28 00:00:00;10088;37016565;1;0;0
2019-07-28 00:00:00;10007;37016565;0;0;0
2019-07-28 00:00:00;10028;37016565;0;0;0
2019-07-28 00:00:00;10003;37016565;0;0;0
2019-07-28 00:00:00;10049;37016566;13;0;0
2019-07-28 00:00:00;10007;37016566;1;0;0
2019-07-28 00:00:00;10021;37016566;0;0;0
2019-07-28 00:00:00;10034;37016566;0;0;0
2019-07-28 00:00:00;10079;37016566;-1;0;0
2019-07-28 00:00:00;10010;37016566;1;0;0
2019-07-28 00:00:00;10026;37016566;1;0;0
2019-07-28 00:00:00;10041;37016566;0;0;0
2019-07-28 00:00:00;10046;37016566;2;0;0
2019-07-28 00:00:00;10037;37016566;0;0;0
2019-07-28 00:00:00;10032;37016566;0;0;0
2019-07-28 00:00:00;10098;37016566;0;0;0
2019-07-28 00:00:00;10088;37016566;0;0;0
2019-07-28 00:00:00;10022;37016566;0;0;0
2019-07-28 00:00:00;10002;37016566;0;0;0
2019-07-28 00:00:00;10019;37016566;-13;0;0
2019-07-28 00:00:00;10051;37016566;0;0;0
2019-07-28 00:00:00;10069;37016566;2;0;0
2019-07-28 00:00:00;10074;37016566;0;0;0
2019-07-28 00:00:00;10025;37016566;0;0;0
2019-07-28 00:00:00;10085;37016566;0;0;0
2019-07-28 00:00:00;10078;37016566;0;0;0
2019-07-28 00:00:00;10071;37016566;0;0;0
2019-07-28 00:00:00;10012;37016566;0;0;0
2019-07-28 00:00:00;10076;37016566;0;0;0
2019-07-28 00:00:00;10032;37016567;1;0;0
2019-07-28 00:00:00;10057;37016567;-1;0;0
2019-07-28 00:00:00;10068;37016567;0;0;0
2019-07-28 00:00:00;10096;37016567;13;0;0
2019-07-28 00:00:00;10069;37016567;3;0;0
2019-07-28 00:00:00;10041;37016567;6;0;0
2019-07-28 00:00:00;10029;37016567;1;0;0
2019-07-28 00:00:00;10002;37016567;0;0;0
2019-07-28 00:00:00;10074;37016567;-2;0;0
2019-07-28 00:00:00;10051;37016567;-1;0;0
2019-07-28 00:00:00;10049;37016567;-1;0;0
2019-07-28 00:00:00;10021;37016567;0;0;0
2019-07-28 00:00:00;10099;37016567;12;0;0
2019-07-28 00:00:00;10016;37016567;3;0;0
2019-07-28 00:00:00;10048;37016567;-20;0;0
2019-07-28 00:00:00;10026;37016567;0;0;0
2019-07-28 00:00:00;10076;37016567;0;0;0
2019-07-28 00:00:00;10012;37016567;0;1;0
2019-07-28 00:00:00;10085;37016567;-1;0;0
2019-07-28 00:00:00;10098;37016567;0;0;0
2019-07-28 00:00:00;10084;37016567;1;0;0
2019-07-28 00:00:00;10003;37016567;0;0;0
2019-07-28 00:00:00;10071;37016567;2;0;0
2019-07-28 00:00:00;10022;37016567;0;0;0
2019-07-28 00:00:00;10088;37016567;0;0;0
2019-07-28 00:00:00;10072;37016567;0;0;0
