Division|Desc. Division|Depto|Desc.Depto|Linea|Desc.Linea|SubLinea|Desc. SubLinea|Nro Evento|Desc Evento|Fecha Inicio|Fecha Termino|SubPrioridad|Sku Estilo|Desc Sku Estilo|Sku Variacion|Desc Sku Variacion|Cod Marca|Marca|Precio|Nivel Cambio|Sucursal|Desc Suc|Semana Ant.|Stock|Precio Master|Notas
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36931823       |TDB KTB FLOR COR S18 TURQUESA S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-247|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36931824       |TDB KTB FLOR COR S18 TURQUESA M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-346|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36931825       |TDB KTB FLOR COR S18 TURQUESA L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-443|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36931826       |TDB KTB FLOR COR S18 TURQUESA XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-371|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36931827       |TDB KTB FLOR COR S18 TURQUESA XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-241|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36967758       |TDB KTB FLOR COR S18 ROJO L  |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-205|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36967759       |TDB KTB FLOR COR S18 ROJO M  |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|49|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36967760       |TDB KTB FLOR COR S18 ROJO S|2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|3|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36967761       |TDB KTB FLOR COR S18 ROJO XL  |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-26|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931822       |TDB KTB FLOR COR S18.|36967762       |TDB KTB FLOR COR S18 ROJO XXL  |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-27|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931793       |TDB KTB BAS COR S18 NEGRO L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|82|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931794       |TDB KTB BAS COR S18 NEGRO XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|28|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931795       |TDB KTB BAS COR S18 NEGRO XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|40|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931796       |TDB KTB BAS COR S18 TURQUESA S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|11|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931797       |TDB KTB BAS COR S18 TURQUESA M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|55|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931786       |TDB KTB BAS COR S18 NAVY S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|210|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931787       |TDB KTB BAS COR S18 NAVY M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|107|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931788       |TDB KTB BAS COR S18 NAVY L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|108|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931789       |TDB KTB BAS COR S18 NAVY XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|94|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931790       |TDB KTB BAS COR S18 NAVY XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|30|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931791       |TDB KTB BAS COR S18 NEGRO S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|48|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931792       |TDB KTB BAS COR S18 NEGRO M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|28|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931798       |TDB KTB BAS COR S18 TURQUESA L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|91|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931799       |TDB KTB BAS COR S18 TURQUESA XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|41|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931800       |TDB KTB BAS COR S18 TURQUESA XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|75|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931801       |TDB KTB BAS COR S18 AZUL S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|75|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931802       |TDB KTB BAS COR S18 AZUL M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|91|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931803       |TDB KTB BAS COR S18 AZUL L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|17|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931804       |TDB KTB BAS COR S18 AZUL XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|189|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931805       |TDB KTB BAS COR S18 AZUL XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|126|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931806       |TDB KTB BAS COR S18 CORAL S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|43|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931807       |TDB KTB BAS COR S18 CORAL M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|118|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931808       |TDB KTB BAS COR S18 CORAL L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|130|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931809       |TDB KTB BAS COR S18 CORAL XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|160|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931810       |TDB KTB BAS COR S18 CORAL XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|152|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931811       |TDB KTB BAS COR S18 ROJO S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|15|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931812       |TDB KTB BAS COR S18 ROJO M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|43|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931813       |TDB KTB BAS COR S18 ROJO L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|51|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931814       |TDB KTB BAS COR S18 ROJO XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|66|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931785       |TDB KTB BAS COR S18 .|36931815       |TDB KTB BAS COR S18 ROJO XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|173|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931845       |TDB KTB EQUIPO 2 COR S18 .|36931846       |TDB KTB EQUIPO 2 COR S18 ROJO S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|7|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931845       |TDB KTB EQUIPO 2 COR S18 .|36931847       |TDB KTB EQUIPO 2 COR S18 ROJO M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|8|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931845       |TDB KTB EQUIPO 2 COR S18 .|36931848       |TDB KTB EQUIPO 2 COR S18 ROJO L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|1|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931845       |TDB KTB EQUIPO 2 COR S18 .|36931849       |TDB KTB EQUIPO 2 COR S18 ROJO XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|5|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931845       |TDB KTB EQUIPO 2 COR S18 .|36931850       |TDB KTB EQUIPO 2 COR S18 ROJO XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|2|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931839       |TDB KTB EQUIPO 1 COR S18 .|36931840       |TDB KTB EQUIPO 1 COR S18 TURQUESA S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|80|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931839       |TDB KTB EQUIPO 1 COR S18 .|36931841       |TDB KTB EQUIPO 1 COR S18 TURQUESA M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|191|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931839       |TDB KTB EQUIPO 1 COR S18 .|36931842       |TDB KTB EQUIPO 1 COR S18 TURQUESA L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|188|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931839       |TDB KTB EQUIPO 1 COR S18 .|36931843       |TDB KTB EQUIPO 1 COR S18 TURQUESA XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|117|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931839       |TDB KTB EQUIPO 1 COR S18 .|36931844       |TDB KTB EQUIPO 1 COR S18 TURQUESA XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|82|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931829       |TDB KTB HOJAS COR S18 SANDIA S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-62|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931830       |TDB KTB HOJAS COR S18 SANDIA M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|9|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931831       |TDB KTB HOJAS COR S18 SANDIA L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-135|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931832       |TDB KTB HOJAS COR S18 SANDIA XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-103|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931833       |TDB KTB HOJAS COR S18 SANDIA XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-11|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931834       |TDB KTB HOJAS COR S18 CELESTE S   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|12|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931835       |TDB KTB HOJAS COR S18 CELESTE M   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-32|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931836       |TDB KTB HOJAS COR S18 CELESTE L   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-31|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931837       |TDB KTB HOJAS COR S18 CELESTE XL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-30|12990|
G03            |HOMBRES Y CALZADO|D143           |KENNETH STEVENS|003016         |TRAJES DE BANO|S005058        |TRAJES DE BANO|2567600|D143 BAJA KENNETH STEVENS SUC(25) RJ1|11-07-2019|18-07-2019|MKD Obsolescencia             |36931828       |TDB KTB HOJAS COR S18 .|36931838       |TDB KTB HOJAS COR S18 CELESTE XXL   |2134                                    |KENNETH STEVENS|990|Tienda|45|Valparaiso|0|-26|12990|
G01            |DECOHOGAR|D127           |GOURMET|000225         |VINOS|S500595        |TINTOS|2567339|D127 BAJAR PRECIOS GOURMET SUC(76)RJ1|11-07-2019|30-07-2019|MKD Obsolescencia             |37153131       |CASA SILVA COLECCIÓN PACK VINO X 2|||993                                     |CASA SILVA|4990|Tienda|264|Curico|0|258|8990|
G01            |DECOHOGAR|D127           |GOURMET|000225         |VINOS|S500595        |TINTOS|2567339|D127 BAJAR PRECIOS GOURMET SUC(76)RJ1|11-07-2019|30-07-2019|MKD Obsolescencia             |37126879       |PACK CASILLERO DEL DIABLO CABERNET|||1195                                    |CASILLERO DEL DIABLO|6990|Tienda|264|Curico|0|153|8990|
G01            |DECOHOGAR|D127           |GOURMET|502371         |GOURMET|S521646        |GOURMET|2567339|D127 BAJAR PRECIOS GOURMET SUC(76)RJ1|11-07-2019|30-07-2019|MKD Obsolescencia             |37057566       |KIT BBQ PARRILLERO|||101619                                  |RIPLEY HOME|4990|Tienda|264|Curico|0|228|12990|
G01            |DECOHOGAR|D127           |GOURMET|502371         |GOURMET|S521646        |GOURMET|2567339|D127 BAJAR PRECIOS GOURMET SUC(76)RJ1|11-07-2019|30-07-2019|MKD Obsolescencia             |37057564       |SALSA BBQ + ESPATULA 2|||101619                                  |RIPLEY HOME|990|Tienda|264|Curico|0|89|4990|
G01            |DECOHOGAR|D127           |GOURMET|502371         |GOURMET|S521646        |GOURMET|2567339|D127 BAJAR PRECIOS GOURMET SUC(76)RJ1|11-07-2019|30-07-2019|MKD Obsolescencia             |37057559       |SALSA BBQ + ESPATULA 1|||101619                                  |RIPLEY HOME|990|Tienda|264|Curico|0|105|4990|
